state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin
Ohio,2016-10-20,2016-10-26,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,41.0,44.0,6.0,,41.56971,46.22694,5.202612,
Pennsylvania,2016-10-20,2016-10-26,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,47.0,40.0,5.0,,47.56255,42.14066,4.202612,
North Carolina,2016-10-20,2016-10-26,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,46.0,44.0,6.0,,46.556740000000005,46.07066,5.202612,
U.S.,2016-10-28,2016-11-01,IBD/TIPP,A-,862.0,lv,44.0,44.4,4.1,,46.021190000000004,44.640409999999996,3.003101,
Florida,2016-09-06,2016-09-11,Global Strategy Group,C+,800.0,lv,46.0,43.0,,,46.615320000000004,44.376540000000006,,
North Carolina,2016-09-17,2016-09-22,High Point University,B+,404.0,lv,43.0,42.0,10.0,,45.34936,44.968790000000006,5.958793,
Ohio,2016-09-07,2016-09-12,CNN/Opinion Research Corp.,A-,769.0,lv,41.0,46.0,8.0,,42.63447,46.87534,4.065259999999999,
Florida,2016-10-20,2016-10-26,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,43.0,46.0,3.0,,43.56839,48.21099,2.202612,
Utah,2016-10-15,2016-10-16,Rasmussen Reports/Pulse Opinion Research,C+,750.0,lv,28.0,30.0,5.0,29.0,28.63097,33.12296,3.292728,29.6423
Virginia,2016-10-30,2016-10-30,Remington,,1106.0,lv,47.0,43.0,3.0,,47.029070000000004,42.107820000000004,3.8905260000000004,
U.S.,2016-10-31,2016-11-02,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.0,45.0,4.0,,42.67626,45.41689,4.2395,
Colorado,2016-10-20,2016-10-22,Remington,,1581.0,lv,45.0,43.0,5.0,,44.94034,44.03957,4.845708999999999,
Vermont,2016-09-02,2016-09-05,Emerson College,B,600.0,lv,47.0,26.0,13.0,,49.9406,28.014540000000004,9.283607,
Hawaii,2016-10-25,2016-10-31,Google Consumer Surveys,B,97.0,lv,45.23,23.66,4.78,,50.68758,30.374390000000002,3.8382440000000004,
Nevada,2016-10-20,2016-10-22,Remington,,1332.0,lv,44.0,47.0,4.0,,43.9297,47.8971,3.845709,
Ohio,2016-10-30,2016-11-01,Rasmussen Reports/Pulse Opinion Research,C+,525.0,lv,46.0,43.0,3.0,,46.68105,43.563179999999996,3.138171,
Pennsylvania,2016-10-30,2016-11-01,Rasmussen Reports/Pulse Opinion Research,C+,525.0,lv,45.0,44.0,3.0,,45.66946,44.54309,3.138171,
New Hampshire,2016-10-30,2016-11-01,Rasmussen Reports/Pulse Opinion Research,C+,525.0,lv,45.0,41.0,6.0,,45.73598,41.658359999999995,6.138172,
North Carolina,2016-10-30,2016-11-01,Rasmussen Reports/Pulse Opinion Research,C+,525.0,lv,47.0,44.0,3.0,,47.660059999999994,44.526790000000005,3.138171,
Nevada,2016-10-30,2016-11-01,Rasmussen Reports/Pulse Opinion Research,C+,525.0,lv,44.0,44.0,5.0,,44.68217,44.56511,5.138172,
Georgia,2016-09-06,2016-09-08,Marist College,A,625.0,lv,42.0,44.0,10.0,,42.88179,47.29421,4.962109,
U.S.,2016-10-21,2016-10-24,ABC News/Washington Post,A+,1119.0,lv,49.0,40.0,5.0,,47.29336,40.85751,4.419405,
Ohio,2016-10-10,2016-10-12,Emerson College,B,600.0,lv,45.0,43.0,7.0,,45.39878,44.206540000000004,4.933205,
Florida,2016-10-30,2016-11-01,Rasmussen Reports/Pulse Opinion Research,C+,525.0,lv,46.0,46.0,4.0,,46.678909999999995,46.559459999999994,4.138171,
Florida,2016-09-07,2016-09-12,CNN/Opinion Research Corp.,A-,788.0,lv,44.0,47.0,6.0,,45.61555,47.85079,2.06526,
Florida,2016-09-07,2016-09-08,JMC Enterprises,C,781.0,lv,42.0,46.0,3.0,,44.473440000000004,49.5081,0.21641880000000002,
Florida,2016-09-27,2016-09-28,Public Policy Polling,B+,826.0,lv,45.0,43.0,3.0,,46.01457,45.36161,0.9938823,
U.S.,2016-10-27,2016-10-30,Morning Consult,,1249.0,lv,52.0,47.0,,,52.47529,48.15202,,
Colorado,2016-10-12,2016-10-13,Gravis Marketing,B-,1226.0,rv,44.0,39.0,6.0,,44.196000000000005,41.791270000000004,4.523179,
West Virginia,2016-09-08,2016-09-10,Just Win Strategies,,600.0,rv,30.0,57.0,4.0,,32.959590000000006,61.35038,0.7376493000000001,
Nevada,2016-10-20,2016-10-22,Rasmussen Reports/Pulse Opinion Research,C+,826.0,lv,46.0,42.0,5.0,,46.5741,44.52861,3.9605699999999997,
U.S.,2016-10-22,2016-10-26,YouGov,B,1209.0,lv,46.0,41.0,4.0,,46.855470000000004,42.9143,4.088891,
Texas,2016-09-29,2016-10-01,Dixie Strategies,C+,780.0,lv,37.95,44.87,4.23,,40.08902,47.02571,1.894665,
Pennsylvania,2016-08-21,2016-08-28,GBA Strategies,B,1200.0,lv,46.0,40.0,10.0,,48.07615,43.85236,5.382243,
Texas,2016-09-01,2016-09-11,Texas Lyceum,,502.0,lv,32.0,39.0,9.0,,35.29947,43.495870000000004,4.795495,
U.S.,2016-09-28,2016-10-02,Public Religion Research Institute,,609.0,lv,47.0,41.0,,,45.24603,42.910309999999996,,
Arkansas,2016-10-25,2016-10-31,Google Consumer Surveys,B,210.0,lv,31.49,36.09,10.86,,36.90634,42.63704,9.918242999999999,
Maine CD-2,2016-09-21,2016-09-22,"Normington, Petts & Associates",C+,400.0,lv,40.0,44.0,,,38.52349,44.00165,,
Oklahoma,2016-10-25,2016-10-31,Google Consumer Surveys,B,260.0,lv,27.28,47.83,6.13,,32.69185,54.358819999999994,5.188244,
Montana,2016-10-25,2016-10-31,Google Consumer Surveys,B,191.0,lv,27.14,39.32,8.7,,32.583420000000004,45.97694,7.758244,
U.S.,2016-10-20,2016-10-23,ABC News/Washington Post,A+,1155.0,lv,50.0,38.0,5.0,,48.29338,39.0076,4.285443,
U.S.,2016-10-27,2016-10-31,Ipsos,A-,1464.0,lv,44.0,37.2,5.9,,44.14389,37.864090000000004,6.197528,
Arkansas,2016-09-15,2016-09-17,Hendrix College,C+,831.0,lv,34.0,55.0,3.0,,35.23473,56.56758000000001,0.0308686,
Florida,2016-10-30,2016-11-06,SurveyMonkey,C-,3574.0,lv,47.0,45.0,5.0,,45.6538,44.3777,2.677361,
Kansas,2016-09-01,2016-10-13,Fort Hays State University,C-,829.0,lv,39.0,47.0,9.0,,42.4756,49.290690000000005,6.14745,
New Hampshire,2016-10-26,2016-10-29,University of New Hampshire,B+,516.0,lv,46.0,38.0,7.0,,45.94157,40.50825,6.796189999999999,
New Hampshire,2016-10-27,2016-10-30,University of New Hampshire,B+,463.0,lv,46.0,40.0,6.0,,45.952329999999996,42.26397,5.906532,
California,2016-09-09,2016-09-18,Public Policy Institute of California,A,1055.0,lv,47.0,31.0,10.0,,51.621520000000004,32.98693,6.032063,
Wyoming,2016-09-06,2016-09-11,DFM Research,B-,402.0,lv,19.0,54.0,10.0,,21.23883,58.5475,6.891332000000001,
North Carolina,2016-09-27,2016-09-28,Public Policy Polling,B+,861.0,lv,44.0,42.0,7.0,,44.90104,44.15883,4.993882,
Arizona,2016-08-26,2016-08-28,Public Policy Polling,B+,837.0,lv,43.0,46.0,,,42.217929999999996,46.41216,,
North Carolina,2016-09-11,2016-09-12,"National Research, Inc.",B+,600.0,lv,42.0,42.0,5.0,,44.75005,45.63803,1.697096,
Pennsylvania,2016-09-21,2016-09-22,Harper Polling,B-,500.0,lv,45.0,43.0,8.0,,46.62276,45.40701,5.210738,
Louisiana,2016-09-22,2016-09-24,JMC Enterprises,C,905.0,lv,35.0,45.0,6.0,,36.86769,47.76255,3.6871,
Minnesota,2016-09-12,2016-09-14,"Mason-Dixon Polling & Research, Inc.",B+,625.0,rv,44.0,38.0,6.0,,46.56044,43.19468,2.201877,
Massachusetts,2016-09-03,2016-09-05,Emerson College,B,500.0,lv,50.0,33.0,9.0,,53.08096999999999,35.20415,5.283606,
Virginia,2016-09-28,2016-10-02,Hampton University,B,800.0,lv,46.0,34.0,,,47.02369,34.852540000000005,,
Maine CD-2,2016-10-07,2016-10-09,Maine People's Resource Center,C,424.0,lv,38.8,40.4,10.4,,40.74825,44.18227,7.4801009999999994,
U.S.,2016-10-03,2016-10-06,Fox News/Anderson Robbins Research/Shaw & Company Research,A,896.0,lv,44.0,42.0,6.0,,45.9478,45.23474,3.38226,
Oregon,2016-10-04,2016-10-04,Gravis Marketing,B-,1248.0,rv,47.0,39.0,4.0,,47.94885,41.83667,1.9814479999999999,
Massachusetts,2016-09-07,2016-09-10,MassINC Polling Group,A-,506.0,lv,54.0,28.0,9.0,,57.171209999999995,32.25472,4.54619,
South Dakota,2016-09-30,2016-10-20,Ipsos,A-,103.0,lv,32.76,49.64,,,30.29908,49.92419,,
U.S.,2016-11-03,2016-11-05,The Times-Picayune/Lucid,,2526.0,lv,45.0,40.0,5.0,,45.31041,42.34422,3.779955,
U.S.,2016-09-28,2016-10-02,CBS News/New York Times,A-,805.0,lv,45.0,41.0,8.0,,46.49929,44.05249,4.256725,
New York,2016-08-28,2016-08-30,Emerson College,B,800.0,lv,52.1,34.2,8.2,,54.7002,35.92927,4.447258000000001,
Maine CD-1,2016-09-15,2016-09-20,University of New Hampshire,B+,206.0,lv,50.0,28.0,,,49.55328,29.88849,,
Maine CD-1,2016-10-07,2016-10-09,Maine People's Resource Center,C,468.0,lv,48.7,32.3,7.3,,50.70306,36.32311,4.380101,
Maine CD-2,2016-09-15,2016-09-20,University of New Hampshire,B+,207.0,lv,34.0,48.0,,,32.85426,49.141729999999995,,
U.S.,2016-09-18,2016-09-22,"RKM Research and Communications, Inc.",B+,1107.0,lv,45.0,43.0,6.0,,47.17383,44.63555,2.9740290000000003,
Iowa,2016-09-20,2016-09-22,Loras College,B-,491.0,lv,37.7,38.3,9.0,,40.59102,42.42393,5.558602,
West Virginia,2016-10-25,2016-10-31,Google Consumer Surveys,B,120.0,lv,33.35,44.26,2.77,,38.78199,50.87057,1.8282439999999998,
Vermont,2016-10-25,2016-10-31,Google Consumer Surveys,B,91.0,lv,57.13,17.11,5.48,,62.59611999999999,23.85904,4.538244000000001,
New Mexico,2016-10-25,2016-10-31,Google Consumer Surveys,B,242.0,lv,38.58,31.99,14.47,,44.01453,38.61084,13.52824,
Maine,2016-10-25,2016-10-31,Google Consumer Surveys,B,98.0,lv,41.52,26.58,2.68,,46.98465,33.32309,1.738244,
U.S.,2016-10-27,2016-10-31,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,44.0,44.0,5.0,,44.67792,44.98535,4.871296,
Idaho,2016-10-25,2016-10-31,Google Consumer Surveys,B,161.0,lv,21.81,44.25,8.01,,27.24608,50.87717,7.068244,
Utah,2016-08-19,2016-08-21,Public Policy Polling,B+,1018.0,lv,24.0,39.0,12.0,9.0,25.60248,41.97772,8.596435000000001,11.5692
U.S.,2016-10-25,2016-10-31,Google Consumer Surveys,B,24316.0,lv,37.69,35.07,6.18,,43.11401,41.64819,5.238244,
Nevada,2016-10-25,2016-10-31,Google Consumer Surveys,B,224.0,lv,40.39,33.32,9.73,,45.81459,39.90052,8.788243,
Nebraska,2016-10-25,2016-10-31,Google Consumer Surveys,B,227.0,lv,27.37,41.53,3.98,,32.800740000000005,48.135459999999995,3.0382439999999997,
Florida,2016-10-20,2016-10-22,Remington,,1646.0,lv,46.0,46.0,2.0,,45.92765,46.8696,1.845709,
Kansas,2016-10-25,2016-10-31,Google Consumer Surveys,B,341.0,lv,39.89,30.88,5.54,,45.3239,37.498290000000004,4.598244,
South Dakota,2016-10-25,2016-10-31,Google Consumer Surveys,B,107.0,lv,19.54,43.31,8.32,,24.977929999999997,49.94464,7.378242999999999,
Oklahoma,2016-09-13,2016-09-15,SoonerPoll.com,B,515.0,lv,35.6,50.9,6.0,,36.77666,52.787769999999995,3.56054,
Ohio,2016-10-20,2016-10-22,Remington,,1971.0,lv,42.0,46.0,4.0,,41.928999999999995,46.8877,3.845709,
U.S.,2016-10-30,2016-11-05,CVOTER International,C+,1572.0,lv,49.25,45.92,,,47.366620000000005,41.90514,,
Louisiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,282.0,lv,28.59,49.58,6.1,,33.98342,56.03402,5.158244,
Ohio,2016-09-12,2016-09-14,Suffolk University,B+,500.0,lv,39.0,42.0,4.0,,41.42065,45.24236,1.793726,
Mississippi,2016-10-25,2016-10-31,Google Consumer Surveys,B,244.0,lv,25.83,55.37,4.12,,31.2101,61.769969999999994,3.178244,
South Carolina,2016-08-30,2016-09-01,First Tuesday Strategies,,775.0,lv,38.0,50.0,3.0,,40.15242,51.91632,-0.1025888,
U.S.,2016-10-25,2016-10-30,IBD/TIPP,A-,993.0,lv,44.7,43.7,4.2,,46.70666,44.368520000000004,2.858668,
Oregon,2016-09-02,2016-09-07,icitizen,,610.0,rv,43.0,28.0,11.0,,47.23192,34.4349,6.520765,
Alaska,2016-10-25,2016-10-31,Google Consumer Surveys,B,82.0,lv,29.31,32.58,8.88,,34.75625,39.24842,7.938244,
Pennsylvania,2016-10-20,2016-10-22,Remington,,1997.0,lv,45.0,42.0,5.0,,44.921690000000005,42.78978,4.845708999999999,
Louisiana,2016-09-15,2016-09-17,Southern Media & Opinion Research,B-,500.0,lv,32.6,48.9,7.5,,34.99259,51.32713,3.9961620000000004,
District of Columbia,2016-10-25,2016-10-31,Google Consumer Surveys,B,74.0,lv,47.91,19.37,1.93,,53.3933,26.18879,0.9882437,
Iowa,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.55,30.16,4.54,,42.990629999999996,36.805640000000004,3.598244,
North Carolina,2016-10-20,2016-10-22,Remington,,1764.0,lv,44.0,47.0,3.0,,43.91576,47.71035,2.845709,
Delaware,2016-10-25,2016-10-31,Google Consumer Surveys,B,107.0,lv,38.21,34.88,5.4,,43.63082,41.445240000000005,4.4582440000000005,
Maryland,2016-10-25,2016-10-31,Google Consumer Surveys,B,510.0,lv,47.3,25.15,6.35,,52.7135,31.685509999999997,5.408244,
Alaska,2016-09-13,2016-09-15,Moore Information,B,500.0,lv,31.0,39.0,9.0,,34.91707,42.974140000000006,6.202066,
Florida,2016-10-11,2016-10-13,Gravis Marketing,B-,1799.0,rv,46.0,42.0,2.0,,46.21434,44.59938,0.4526867,
Wyoming,2016-10-25,2016-10-31,Google Consumer Surveys,B,84.0,lv,26.68,57.27,3.51,,32.11722,63.90176999999999,2.568244,
U.S.,2016-10-24,2016-10-29,IBD/TIPP,A-,1039.0,lv,44.1,41.6,5.6,,46.10355,42.480059999999995,4.144616,
Connecticut,2016-10-25,2016-10-31,Google Consumer Surveys,B,364.0,lv,40.48,31.84,6.19,,45.92661,38.509859999999996,5.248244000000001,
U.S.,2016-10-30,2016-11-01,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,44.0,44.0,5.0,,44.68157,44.56407,5.138172,
North Dakota,2016-10-25,2016-10-31,Google Consumer Surveys,B,88.0,lv,26.18,48.14,5.97,,31.634179999999997,54.84059,5.028244,
U.S.,2016-10-26,2016-10-30,Ipsos,A-,1266.0,lv,44.2,36.6,5.9,,44.33483,37.46999,6.087186,
Wisconsin,2016-10-20,2016-10-22,Remington,,1795.0,lv,46.0,41.0,5.0,,45.93655,41.98876,4.845708999999999,
Virginia,2016-10-11,2016-10-14,Christopher Newport University,B-,809.0,lv,44.0,29.0,11.0,,45.172779999999996,33.73529,7.784611,
New Hampshire,2016-10-25,2016-10-31,Google Consumer Surveys,B,81.0,lv,36.77,38.03,6.17,,42.24606,44.819379999999995,5.228244,
Rhode Island,2016-10-25,2016-10-31,Google Consumer Surveys,B,66.0,lv,38.44,36.63,4.07,,43.92306,43.44781,3.128244,
Maine CD-1,2016-09-02,2016-09-05,Emerson College,B,400.0,lv,52.0,30.1,9.3,,55.01758,32.21852,5.583606,
Maine CD-2,2016-09-02,2016-09-05,Emerson College,B,400.0,lv,36.2,40.7,14.0,,39.02528,42.55877,10.283610000000001,
Maryland,2016-08-18,2016-08-30,OpinionWorks,B-,754.0,lv,54.0,25.0,6.0,,56.805409999999995,29.073759999999996,2.471272,
Michigan,2016-11-02,2016-11-02,Mitchell Research & Communications,D,1150.0,lv,47.0,44.0,4.0,,45.94464,43.06922,4.222654,
Louisiana,2016-08-29,2016-09-01,Anzalone Liszt Grove Research,C,605.0,lv,40.0,46.0,,,39.24007,47.76813,,
North Carolina,2016-09-29,2016-10-03,SurveyUSA,A,656.0,lv,46.0,44.0,5.0,,45.9046,45.56115,2.868405,
Illinois,2016-09-13,2016-09-16,Loras College,B-,600.0,lv,43.0,30.0,8.0,,45.86665,34.074,4.36074,
Alabama,2016-10-25,2016-10-31,Google Consumer Surveys,B,443.0,lv,20.38,56.12,3.79,,25.76705,62.54818,2.8482439999999998,
Wyoming,2016-10-20,2016-10-28,SurveyMonkey,C-,375.0,lv,24.0,60.0,9.0,,22.6308,61.33745,5.611827,
South Carolina,2016-10-25,2016-10-31,Google Consumer Surveys,B,380.0,lv,31.9,38.15,6.69,,37.293079999999996,44.60264,5.748244000000001,
Massachusetts,2016-10-21,2016-11-02,Ipsos,A-,610.0,lv,50.89,33.42,,,49.65685,33.354,,
Virginia,2016-10-02,2016-10-06,Roanoke College,C+,814.0,lv,45.0,36.0,7.0,,45.12847,40.994640000000004,4.448689,
North Carolina,2016-10-14,2016-10-27,Ipsos,A-,644.0,lv,47.99,43.77,,,46.83923,44.61371,,
Indiana,2016-10-28,2016-11-03,Ipsos,A-,303.0,lv,37.96,52.81,,,36.1713,51.10776,,
U.S.,2016-08-15,2016-09-12,Utah Valley University,,854.0,lv,44.8,35.0,4.7,,47.05337,40.01741,1.848629,
Florida,2016-10-20,2016-10-20,Opinion Savvy/InsiderAdvantage,C-,538.0,lv,49.0,45.0,2.8,,48.172340000000005,46.87495,1.033013,
New Mexico,2016-08-19,2016-08-21,Public Policy Polling,B+,1103.0,v,40.0,31.0,16.0,,42.53116,35.6482,12.8595,
Tennessee,2016-10-25,2016-10-31,Google Consumer Surveys,B,422.0,lv,31.36,42.27,6.3,,36.77608,48.81601,5.358244,
Iowa,2016-08-17,2016-08-19,YouGov,B,987.0,lv,40.0,40.0,7.0,,43.14241,44.586490000000005,4.18772,
Virginia,2016-10-20,2016-10-22,Remington,,1787.0,lv,48.0,43.0,3.0,,47.92311,43.8088,2.845709,
Texas,2016-09-07,2016-09-10,Emerson College,B,700.0,lv,36.1,42.4,9.9,,38.48522,43.55873,6.328667,
U.S.,2016-08-25,2016-08-28,Monmouth University,A+,689.0,lv,46.0,39.0,7.0,,47.45644,42.22385,3.812568,
Oregon,2016-10-25,2016-10-31,Google Consumer Surveys,B,429.0,lv,37.6,30.6,9.38,,43.04437,37.26079,8.438244000000001,
Georgia,2016-10-28,2016-11-03,Ipsos,A-,433.0,lv,41.76,48.13,,,40.96496,47.405770000000004,,
Wisconsin,2016-08-27,2016-08-30,Monmouth University,A+,404.0,lv,43.0,38.0,7.0,,44.58287,41.32312,3.816392,
Illinois,2016-10-28,2016-11-03,Ipsos,A-,511.0,lv,51.74,38.99,,,51.18422,38.52694,,
Rhode Island,2016-09-02,2016-09-05,Emerson College,B,800.0,lv,44.0,41.0,8.0,,47.10255,43.23328,4.283606,
U.S.,2016-10-23,2016-10-28,IBD/TIPP,A-,1013.0,lv,44.5,40.6,6.8,,46.4947,41.70414,5.229051999999999,
North Carolina,2016-10-28,2016-11-03,Ipsos,A-,362.0,lv,46.83,47.7,,,46.28286,47.23236,,
U.S.,2016-10-25,2016-10-29,Ipsos,A-,1247.0,lv,42.6,37.1,6.0,,42.73172,38.181540000000005,6.073134,
Kentucky,2016-10-25,2016-10-31,Google Consumer Surveys,B,363.0,lv,29.49,41.4,5.87,,34.90742,47.951409999999996,4.928244,
Michigan,2016-10-28,2016-11-03,Ipsos,A-,327.0,lv,43.33,43.13,,,42.14359,42.04092,,
Massachusetts,2016-10-28,2016-11-03,Ipsos,A-,346.0,lv,52.57,36.76,,,51.54534,35.87413,,
Massachusetts,2016-10-25,2016-10-31,Google Consumer Surveys,B,491.0,lv,46.3,24.67,6.92,,51.7808,31.47865,5.978244,
U.S.,2016-10-29,2016-11-04,CVOTER International,C+,1479.0,lv,49.06,47.82,,,47.15442,43.897290000000005,,
Virginia,2016-10-28,2016-11-03,Ipsos,A-,561.0,lv,48.83,41.92,,,48.15875,41.3368,,
U.S.,2016-11-02,2016-11-04,The Times-Picayune/Lucid,,2561.0,lv,45.0,39.0,5.0,,45.37288,41.394940000000005,3.764886,
California,2016-08-23,2016-08-30,Tulchin Research,B,601.0,rv,52.0,31.0,7.0,,56.249469999999995,35.4756,2.740385,
Minnesota,2016-10-25,2016-10-31,Google Consumer Surveys,B,688.0,lv,34.77,28.58,7.26,,40.20691,35.2105,6.318244,
New Hampshire,2016-09-20,2016-09-25,American Research Group,C+,522.0,rv,46.0,42.0,6.0,,48.75175,45.42633,3.077756,
U.S.,2016-09-16,2016-09-19,NBC News/Wall Street Journal,A-,922.0,lv,43.0,37.0,9.0,,44.82152,40.76303,4.779182,
U.S.,2016-10-27,2016-10-28,Morning Consult,,1794.0,lv,42.0,39.0,8.0,,43.473659999999995,41.365359999999995,6.2558300000000004,
Indiana,2016-10-14,2016-10-27,Ipsos,A-,368.0,lv,38.9,53.54,,,36.50417,53.212869999999995,,
Colorado,2016-10-25,2016-10-31,Google Consumer Surveys,B,637.0,lv,42.67,27.9,10.06,,48.11072,34.54599,9.118244,
Ohio,2016-08-26,2016-08-27,Public Policy Polling,B+,1134.0,lv,46.0,42.0,,,45.27125,42.436809999999994,,
Florida,2016-09-15,2016-09-20,Cherry Communications,C,617.0,lv,43.0,41.0,8.0,,45.825759999999995,44.22097,3.9274440000000004,
Missouri,2016-10-25,2016-10-31,Google Consumer Surveys,B,726.0,lv,37.32,38.14,3.86,,42.73581,44.68488,2.918244,
North Carolina,2016-09-05,2016-09-07,Suffolk University,B+,500.0,lv,41.0,44.0,4.0,,43.3518,47.27016,1.5734219999999999,
New Jersey,2016-10-28,2016-11-03,Ipsos,A-,557.0,lv,49.72,36.13,,,49.66607,36.17754,,
Georgia,2016-10-25,2016-10-31,Google Consumer Surveys,B,540.0,lv,32.92,41.56,5.31,,38.31208,48.008590000000005,4.368244,
North Carolina,2016-09-12,2016-09-16,Elon University,B+,644.0,lv,43.0,44.0,6.0,,45.544290000000004,48.049209999999995,2.7502009999999997,
Pennsylvania,2016-10-28,2016-11-03,Ipsos,A-,485.0,lv,48.15,44.04,,,47.51358,43.489979999999996,,
Texas,2016-10-28,2016-11-03,Ipsos,A-,705.0,lv,39.55,49.4,,,38.80141,48.740320000000004,,
Ohio,2016-10-28,2016-11-03,Ipsos,A-,554.0,lv,46.97,45.49,,,46.05854,44.67344,,
Arizona,2016-10-25,2016-10-31,Google Consumer Surveys,B,656.0,lv,37.89,32.88,7.21,,43.32025,39.4835,6.268244,
New York,2016-10-28,2016-11-03,Ipsos,A-,552.0,lv,56.42,34.22,,,56.11654,34.01435,,
District of Columbia,2016-10-20,2016-10-28,SurveyMonkey,C-,487.0,lv,87.0,5.0,4.0,,85.6636,6.666614999999999,0.6118264,
Washington,2016-10-25,2016-10-31,Google Consumer Surveys,B,625.0,lv,43.73,26.69,6.59,,49.17799,33.36548,5.648244,
California,2016-09-12,2016-09-14,Insights West,,515.0,lv,57.0,30.0,2.0,,59.696459999999995,33.41259,-1.361062,
Pennsylvania,2016-08-26,2016-08-29,Monmouth University,A+,402.0,lv,48.0,40.0,6.0,,49.35268,43.044259999999994,2.812382,
Georgia,2016-09-09,2016-09-13,Emerson College,B,600.0,lv,39.0,45.0,6.0,,41.137370000000004,45.791309999999996,2.491441,
Maine,2016-10-07,2016-10-09,Maine People's Resource Center,C,892.0,lv,44.0,36.1,8.8,,45.97712,40.00915,5.880101,
Indiana,2016-10-25,2016-10-31,Google Consumer Surveys,B,764.0,lv,36.46,33.82,6.23,,41.87252,40.35155,5.288244000000001,
Washington,2016-09-12,2016-09-14,Insights West,,505.0,lv,38.0,28.0,14.0,,40.878479999999996,31.64705,10.63894,
Colorado,2016-09-09,2016-09-13,Emerson College,B,600.0,lv,38.0,42.0,13.0,,40.58339,43.36655,9.491441,
Maine,2016-09-02,2016-09-05,Emerson College,B,800.0,lv,44.0,35.0,12.0,,46.926590000000004,36.99561,8.283607,
Alabama,2016-10-07,2016-10-27,Ipsos,A-,452.0,lv,38.93,51.28,,,37.71573,52.31562,,
U.S.,2016-10-31,2016-11-06,USC Dornsife/LA Times,,2935.0,lv,43.23,47.98,,,44.98547,44.557959999999994,,
U.S.,2016-10-22,2016-10-27,IBD/TIPP,A-,973.0,lv,43.8,40.8,7.3,,45.76269,42.13348,5.636623999999999,
Arizona,2016-09-12,2016-09-14,Insights West,,484.0,lv,33.0,37.0,8.0,,35.718579999999996,40.44109,4.638938,
U.S.,2016-09-27,2016-09-29,Fox News/Anderson Robbins Research/Shaw & Company Research,A,911.0,lv,43.0,40.0,8.0,,45.690940000000005,43.05621,4.853173,
Arizona,2016-10-17,2016-10-18,Data Orbital,,550.0,lv,41.0,41.0,5.0,,41.745470000000005,43.71492,3.6733260000000003,
U.S.,2016-09-12,2016-09-25,RAND (American Life Panel),B-,2516.0,lv,43.3,33.4,9.8,,44.85952,38.50826,5.404251,
U.S.,2016-10-24,2016-10-28,Ipsos,A-,1196.0,lv,41.0,38.1,5.9,,41.12287,39.405609999999996,5.85757,
New York,2016-09-11,2016-09-15,Siena College,A,600.0,lv,51.0,30.0,8.0,,53.6834,34.326840000000004,3.6296440000000003,
South Carolina,2016-09-07,2016-09-09,Starboard Communications,,600.0,lv,35.0,48.0,7.0,,38.216120000000004,50.63049,2.828246,
Georgia,2016-10-14,2016-10-27,Ipsos,A-,583.0,lv,43.11,47.84,,,41.71573,48.347390000000004,,
Kentucky,2016-09-14,2016-09-16,Google Consumer Surveys,B,815.0,a,23.9,35.4,7.4,,32.633359999999996,47.11359,3.444139,
U.S.,2016-09-01,2016-09-27,Public Religion Research Institute,,1296.0,lv,49.0,41.0,4.0,,50.30697,45.021440000000005,1.71049,
North Carolina,2016-08-30,2016-09-02,YouGov,B,1088.0,lv,46.0,42.0,4.0,,49.15298,45.364909999999995,1.1442139999999998,
Virginia,2016-10-25,2016-10-31,Google Consumer Surveys,B,661.0,lv,38.73,33.85,5.73,,44.14459,40.38993,4.788244000000001,
North Carolina,2016-10-25,2016-10-31,Google Consumer Surveys,B,725.0,lv,34.4,40.6,5.27,,39.80344,47.09468,4.328244000000001,
California,2016-10-28,2016-11-03,Ipsos,A-,742.0,lv,60.4,30.34,,,59.84241,29.88058,,
U.S.,2016-10-24,2016-10-30,CVOTER International,C+,1299.0,lv,48.81,47.71,,,46.666340000000005,44.545629999999996,,
Michigan,2016-10-21,2016-10-27,Ipsos,A-,335.0,lv,41.34,37.11,,,39.70369,37.16785,,
Delaware,2016-10-20,2016-10-28,SurveyMonkey,C-,548.0,lv,52.0,36.0,7.0,,50.61913,37.22035,3.611826,
New Jersey,2016-10-14,2016-10-27,Ipsos,A-,800.0,lv,50.95,34.25,,,50.28137,35.81005,,
U.S.,2016-09-17,2016-09-20,American Research Group,C+,990.0,rv,47.0,44.0,,,47.171459999999996,44.57127,,
South Carolina,2016-10-07,2016-10-27,Ipsos,A-,282.0,lv,43.53,48.62,,,42.44657,49.84539,,
Nevada,2016-09-12,2016-09-14,Insights West,,398.0,lv,40.0,42.0,5.0,,42.66753,45.37534,1.638938,
